BILESEN KODU;BULTEN_ADI;ENDEKS KODU;ENDEKS ADI;ENDEKS INGILIZCE ADI;TARIH(GG/AA/YYYY)
MAGEN.E;MARGUN ENERJI;XSRDK;BIST KATILIM SURDURULEBILIRLIK;BIST PARTICIPATION SUSTAINABILITY;17/03/2026
MAVI.E;MAVI GIYIM;XSRDK;BIST KATILIM SURDURULEBILIRLIK;BIST PARTICIPATION SUSTAINABILITY;17/03/2026
MPARK.E;MLP SAGLIK;XSRDK;BIST KATILIM SURDURULEBILIRLIK;BIST PARTICIPATION SUSTAINABILITY;17/03/2026
PETKM.E;PETKIM;XSRDK;BIST KATILIM SURDURULEBILIRLIK;BIST PARTICIPATION SUSTAINABILITY;17/03/2026
POLHO.E;POLISAN HOLDING;XSRDK;BIST KATILIM SURDURULEBILIRLIK;BIST PARTICIPATION SUSTAINABILITY;17/03/2026
QUAGR.E;QUA GRANITE HAYAL YAPI;XSRDK;BIST KATILIM SURDURULEBILIRLIK;BIST PARTICIPATION SUSTAINABILITY;17/03/2026
SMRTG.E;SMART GUNES ENERJISI TEK.;XSRDK;BIST KATILIM SURDURULEBILIRLIK;BIST PARTICIPATION SUSTAINABILITY;17/03/2026
SUNTK.E;SUN TEKSTIL;XSRDK;BIST KATILIM SURDURULEBILIRLIK;BIST PARTICIPATION SUSTAINABILITY;17/03/2026
TKNSA.E;TEKNOSA IC VE DIS TICARET;XSRDK;BIST KATILIM SURDURULEBILIRLIK;BIST PARTICIPATION SUSTAINABILITY;17/03/2026
TUPRS.E;TUPRAS;XSRDK;BIST KATILIM SURDURULEBILIRLIK;BIST PARTICIPATION SUSTAINABILITY;17/03/2026
VESBE.E;VESTEL BEYAZ ESYA;XSRDK;BIST KATILIM SURDURULEBILIRLIK;BIST PARTICIPATION SUSTAINABILITY;17/03/2026
YUNSA.E;YUNSA;XSRDK;BIST KATILIM SURDURULEBILIRLIK;BIST PARTICIPATION SUSTAINABILITY;17/03/2026
AKSA.E;AKSA;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
ARASE.E;DOGU ARAS ENERJI;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
ARDYZ.E;ARD BILISIM TEKNOLOJILERI;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
ASELS.E;ASELSAN;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
ATATP.E;ATP YAZILIM;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
AYEN.E;AYEN ENERJI;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
BASGZ.E;BASKENT DOGALGAZ GMYO;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
BIMAS.E;BIM MAGAZALAR;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
BRISA.E;BRISA;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
CIMSA.E;CIMSA;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
EGGUB.E;EGE GUBRE;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
EGPRO.E;EGE PROFIL;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
ELITE.E;ELITE NATUREL ORGANIK GIDA;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
GENIL.E;GEN ILAC;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
GOLTS.E;GOLTAS CIMENTO;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
GRSEL.E;GUR-SEL TURIZM TASIMACILIK;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
JANTS.E;JANTSA JANT SANAYI;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
KCAER.E;KOCAER CELIK;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
LKMNH.E;LOKMAN HEKIM SAGLIK;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
LOGO.E;LOGO YAZILIM;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
MAVI.E;MAVI GIYIM;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
NTGAZ.E;NATURELGAZ;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
PAGYO.E;PANORA GMYO;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
PLTUR.E;PLATFORM TURIZM;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
PNLSN.E;PANELSAN CATI CEPHE;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
SARKY.E;SARKUYSAN;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
SELEC.E;SELCUK ECZA DEPOSU;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
SUNTK.E;SUN TEKSTIL;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
SUWEN.E;SUWEN TEKSTIL;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
TUPRS.E;TUPRAS;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
VAKKO.E;VAKKO TEKSTIL;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
YUNSA.E;YUNSA;XKTMT;BIST KATILIM TEMETTU;BIST PARTICIPATION DIVIDEND;17/03/2026
